Player,Pk,Height (No Shoes),Height (With Shoes),Wingspan,Standing reach,Vertical (Max),Vertical (Max Reach),Vertical (No Step),Vertical (No Step Reach),Weight,Body Fat,Hand (Length),Hand (Width),Bench,Agility,Sprint,Rk,Year,Tm,Age,Pos,Born,College,From,To,G,MPG,PPG,RPG,APG,SPG,BPG,FG%,2P%,3P%,FT%,WS,WS/48
D.J. Wilson,17.0,80.75,82.5,87.0,109.5,,,,,234.0,6.4,9.25,10.25,,,,162,2017,MIL,21.129,F,us,Michigan,2018.0,2020.0,72.0,13.3,4.2,3.3,0.8,0.3,0.3,0.42100000000000004,0.478,0.363,0.551,1.8,0.09
T.J. Leaf,18.0,80.75,81.75,83.0,107.0,34.5,141.5,29.0,136.0,222.0,6.8,8.5,9.5,,11.55,3.27,106,2017,IND,20.058,F,il,UCLA,2018.0,2020.0,116.0,9.0,3.5,2.0,0.3,0.1,0.2,0.499,0.541,0.354,0.633,2.5,0.113
John Collins,19.0,80.25,81.5,83.25,106.5,37.5,144.0,33.0,139.5,225.0,5.4,9.0,10.0,,11.66,3.27,34,2017,ATL,19.277,F,us,Wake Forest,2018.0,2020.0,140.0,27.0,14.6,8.4,1.6,0.5,0.9,0.564,0.603,0.35700000000000004,0.742,12.1,0.154
Harry Giles,20.0,81.25,82.5,87.25,109.5,32.5,142.0,27.0,136.5,232.0,5.2,9.5,10.75,,11.08,3.34,280,2017,POR,19.066,F-C,us,Duke,2019.0,2019.0,58.0,14.1,7.0,3.8,1.5,0.5,0.4,0.503,0.512,0.0,0.637,1.0,0.055999999999999994
Terrance Ferguson,21.0,77.5,79.0,80.75,103.0,38.0,141.0,28.5,131.5,184.0,5.8,8.5,10.0,,11.16,3.32,235,2017,OKC,19.041,G-F,us,,2018.0,2020.0,141.0,20.1,5.1,1.4,0.7,0.5,0.2,0.424,0.5710000000000001,0.355,0.762,4.2,0.07200000000000001
Jarrett Allen,22.0,81.0,82.25,89.25,109.5,35.5,145.0,31.5,141.0,234.0,7.4,9.5,10.5,,11.82,3.21,31,2017,BRK,19.067,C-F,us,Texas,2018.0,2020.0,158.0,23.4,9.5,7.1,1.0,0.5,1.4,0.589,0.615,0.183,0.722,12.2,0.159
OG Anunoby,23.0,78.25,79.75,86.25,107.5,,,,,232.0,6.8,9.25,9.5,,,,163,2017,TOR,19.345,F,gb,Indiana,2018.0,2020.0,147.0,20.7,6.7,2.9,0.7,0.7,0.3,0.46799999999999997,0.59,0.35600000000000004,0.598,5.7,0.09
Tyler Lydon,24.0,80.25,81.5,84.0,107.5,33.5,141.0,29.5,137.0,215.0,13.6,8.75,8.75,,11.68,3.46,193,2017,UTA,21.079,F,us,Syracuse,2018.0,2019.0,26.0,3.7,0.9,0.7,0.2,0.1,0.0,0.5,0.625,0.4,0.33299999999999996,0.2,0.084
Kyle Kuzma,27.0,80.0,81.5,84.25,107.5,34.0,141.5,27.0,134.5,223.0,9.4,8.5,9.5,,10.72,3.25,240,2017,BRK,21.339000000000002,F,us,Utah,2018.0,2020.0,149.0,31.9,17.2,5.8,2.1,0.6,0.4,0.45299999999999996,0.5329999999999999,0.33299999999999996,0.732,7.0,0.07
Tony Bradley,28.0,81.25,82.75,89.0,112.5,27.5,140.0,24.5,137.0,249.0,12.0,9.5,9.5,,11.79,3.44,41,2017,LAL,19.17,F-C,us,UNC,2018.0,2020.0,16.0,5.6,2.6,2.2,0.1,0.1,0.3,0.486,0.5,0.0,0.7,0.3,0.15
Derrick White,29.0,75.25,76.5,79.5,101.5,36.5,138.0,35.5,137.0,190.0,6.2,8.25,8.5,,10.84,3.08,98,2017,SAS,22.361,G,us,Colorado,2018.0,2020.0,90.0,22.3,8.9,3.2,3.1,0.8,0.6,0.486,0.527,0.371,0.77,4.8,0.115
Frank Jackson,31.0,74.0,75.5,79.5,98.0,42.0,140.0,35.5,133.5,202.0,6.7,8.25,9.0,,10.94,3.14,369,2017,CHO,19.054000000000002,G,us,Duke,2019.0,2020.0,67.0,19.1,8.4,2.1,1.2,0.4,0.0,0.43700000000000006,0.511,0.32,0.75,0.6,0.021
Davon Reed,32.0,76.5,77.5,84.0,102.0,36.0,138.0,28.5,130.5,206.0,6.5,9.25,9.5,,11.37,3.34,432,2017,PHO,22.017,G,us,Miami (FL),2018.0,2019.0,31.0,9.3,2.4,1.5,0.5,0.4,0.1,0.307,0.304,0.31,0.667,-0.2,-0.039
Wesley Iwundu,33.0,77.5,78.75,85.0,105.5,36.0,141.5,31.5,137.0,193.0,4.0,8.75,9.5,,11.25,3.36,293,2017,ORL,22.19,F,us,Kansas State,2018.0,2020.0,131.0,17.3,4.4,2.5,1.0,0.5,0.3,0.41700000000000004,0.457,0.302,0.787,2.4,0.052000000000000005
Frank Mason,34.0,71.0,72.0,75.25,94.0,41.0,135.0,34.0,128.0,189.0,4.3,8.0,9.25,,11.41,3.18,350,2017,SAC,23.086,G,us,Kansas,2018.0,2019.0,90.0,15.8,6.8,1.9,2.6,0.6,0.2,0.392,0.426,0.3,0.773,0.9,0.028999999999999998
Ivan Rabb,35.0,80.75,82.0,85.5,109.0,32.5,141.5,28.5,137.5,220.0,6.8,8.75,9.0,,12.68,3.35,77,2017,ORL,20.143,F,us,Cal,2018.0,2019.0,85.0,14.6,5.7,4.3,1.0,0.3,0.3,0.555,0.57,0.2,0.743,3.2,0.125
Semi Ojeleye,37.0,77.25,78.75,81.75,102.0,40.5,142.5,35.0,137.0,241.0,5.5,8.75,9.5,,10.58,3.16,296,2017,BOS,22.205,F,us,SMU,2018.0,2020.0,134.0,13.5,2.9,1.9,0.3,0.2,0.1,0.38,0.489,0.312,0.612,1.9,0.051
Jordan Bell,38.0,79.0,80.5,83.75,104.5,38.0,142.5,31.5,136.0,224.0,5.4,9.25,9.5,,10.63,3.21,60,2017,CHI,22.171999999999997,F,us,Oregon,2018.0,2020.0,128.0,12.7,3.9,3.2,1.4,0.4,0.8,0.573,0.5820000000000001,0.0,0.6509999999999999,4.5,0.133
Jawun Evans,39.0,70.75,71.5,77.5,95.0,33.5,128.5,27.5,122.5,185.0,9.1,8.0,7.75,,11.34,3.21,442,2017,PHI,20.336,G,us,Oklahoma State,2018.0,2019.0,56.0,15.1,4.2,1.7,2.0,0.7,0.1,0.345,0.36700000000000005,0.263,0.7759999999999999,-0.4,-0.022000000000000002
Dwayne Bacon,40.0,76.75,78.25,82.0,103.5,36.5,140.0,30.0,133.5,222.0,7.9,8.75,10.0,,11.7,3.22,353,2017,NOP,21.302,G,us,Florida State,2018.0,2020.0,102.0,16.1,5.6,2.4,1.0,0.3,0.1,0.42200000000000004,0.449,0.355,0.753,1.0,0.027999999999999997
Tyler Dorsey,41.0,75.0,76.5,77.25,99.5,36.0,135.5,30.5,130.0,183.0,4.7,8.5,9.25,,10.55,3.16,346,2017,ATL,21.13,G,us,Oregon,2018.0,2019.0,104.0,16.1,6.7,2.3,1.3,0.3,0.1,0.389,0.429,0.35,0.669,1.0,0.03
Thomas Bryant,42.0,81.5,82.75,90.0,112.5,33.0,145.5,25.5,138.0,248.0,9.4,9.5,10.25,,11.42,3.37,27,2017,UTA,19.331,C,us,Indiana,2018.0,2020.0,92.0,18.6,9.1,5.7,1.2,0.3,0.9,0.591,0.6709999999999999,0.304,0.769,5.9,0.165
Damyean Dotson,44.0,76.5,77.5,81.0,100.0,38.0,138.0,31.5,131.5,205.0,5.3,8.5,9.25,,11.18,3.13,325,2017,NYK,23.053,G,us,Oregon,2018.0,2020.0,120.0,20.8,8.1,2.9,1.4,0.6,0.1,0.42200000000000004,0.47700000000000004,0.36200000000000004,0.7340000000000001,2.1,0.040999999999999995
Dillon Brooks,45.0,77.0,78.0,78.0,100.5,37.5,138.0,31.0,131.5,220.0,7.5,8.25,9.25,,11.14,3.21,363,2017,HOU,21.156999999999996,F-G,ca,Oregon,2018.0,2020.0,105.0,26.8,10.4,2.9,1.5,0.8,0.2,0.434,0.47,0.364,0.7509999999999999,1.3,0.022000000000000002
Ike Anigbogu,47.0,80.5,81.75,90.25,110.5,32.5,143.0,29.5,140.0,252.0,5.4,9.5,10.0,,12.52,3.44,279,2017,IND,18.253,F-C,us,UCLA,2018.0,2019.0,14.0,2.6,0.9,0.9,0.1,0.1,0.3,0.33299999999999996,0.33299999999999996,,0.833,0.0,0.057
Sindarius Thornwell,48.0,75.5,76.75,82.0,103.0,30.5,133.5,27.0,130.0,212.0,7.8,8.75,8.75,,11.48,3.36,338,2017,MIL,22.225,G,us,South Carolina,2018.0,2019.0,137.0,10.7,2.5,1.3,0.6,0.5,0.2,0.415,0.442,0.342,0.6890000000000001,1.0,0.034
De'Aaron Fox,5.0,74.0,75.25,78.5,100.0,,,,,170.0,4.5,8.5,8.5,,,,291,2017,SAC,19.189,G,us,Kentucky,2018.0,2020.0,161.0,29.8,14.7,3.3,5.9,1.3,0.4,0.43700000000000006,0.461,0.345,0.725,5.3,0.053
Monte Morris,51.0,73.25,74.5,76.0,96.5,33.5,130.0,28.0,124.5,175.0,6.9,8.25,8.75,,11.0,3.19,45,2017,DEN,22.000999999999998,G,us,Iowa State,2018.0,2020.0,91.0,23.0,9.9,2.2,3.5,0.9,0.0,0.485,0.516,0.41600000000000004,0.8109999999999999,6.4,0.147
Edmond Sumner,52.0,76.0,77.75,81.0,102.5,,,,,176.0,8.3,8.25,9.0,,,,299,2017,NOP,21.179000000000002,G,us,Xavier,2018.0,2020.0,27.0,10.3,3.3,1.0,0.6,0.6,0.2,0.386,0.47200000000000003,0.233,0.621,0.3,0.049
Kadeem Allen,53.0,73.0,74.25,81.25,99.5,35.5,135.0,33.0,132.5,192.0,6.4,8.5,8.75,,11.24,3.15,205,2017,BOS,24.164,G,us,Arizona,2018.0,2019.0,37.0,14.1,5.6,1.7,2.4,0.5,0.2,0.436,0.466,0.36200000000000004,0.778,0.9,0.08
Alec Peters,54.0,79.25,80.75,82.75,105.0,,,,,232.0,8.8,8.75,10.0,,,,285,2017,PHO,22.076,F,us,Valparaiso,2018.0,2018.0,20.0,11.3,4.1,1.9,0.6,0.1,0.1,0.37799999999999995,0.625,0.31,0.8,0.3,0.055
Nigel Williams-Goss,55.0,73.5,75.0,79.25,99.0,34.5,133.5,27.5,126.5,190.0,5.6,8.75,9.25,,10.42,3.19,407,2017,UTA,22.285,G,us,Gonzaga,2020.0,2020.0,3.0,2.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,,0.0,-0.249
